Tick, Second, Min, Hour, Day, Month, Year, onemkt_rev/mo, onemkt_rev/yr, allmkts_rev/mo, allmkts_rev/yr, ocean_rev/mo, ocean_rev/yr, ocean_rev_growth/mo, ocean_rev_growth/yr, ps30_valuation, overall_valuation, fundamentals_valuation, speculation_valuation, tot_OCEAN_supply, tot_OCEAN_minted, tot_OCEAN_burned, OCEAN_minted/mo, OCEAN_burned/mo, OCEAN_minted_USD/mo, OCEAN_burned_USD/mo, OCEAN_price, RND/mo, rnd_to_sales_ratio, mkts_annual_growth_rate, dao_USD/mo, dao_OCEAN/mo, dao_OCEAN_in_USD/mo, dao_total_in_USD/mo
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, inf, inf, 0, 5e+06, 0, 5e+06, 6.909e+08, 0, 0, 0, 0, 0, 0, 0.00723694, 0, 0, -0.118, 0, 0, 0, 0
24, 86400, 1440, 24, 1, 0.0333333, 0.00273973, 66.6811, 66.6811, 66.6955, 66.6955, 0.133391, 0.133391, inf, inf, 4.00173, 5.00137e+06, 4.00173, 5.00137e+06, 6.909e+08, 0, 0.921466, 0, 0.883057, 0, 0.0063915, 0.00723893, 626.857, 4699.39, 0.225, 0.126721, 27777.8, 201.081, 201.208
48, 172800, 2880, 48, 2, 0.0666667, 0.00547945, 133.399, 133.399, 133.465, 133.465, 0.26693, 0.26693, inf, inf, 8.0079, 5.00275e+06, 8.0079, 5.00274e+06, 6.909e+08, 0, 1.8437, 0, 1.80526, 0, 0.0130681, 0.00724092, 626.984, 2348.87, 0.225, 0.253583, 27777.8, 201.137, 201.39
72, 259200, 4320, 72, 3, 0.1, 0.00821918, 200.154, 200.154, 200.309, 200.309, 0.400618, 0.400618, inf, inf, 12.0185, 5.00412e+06, 12.0185, 5.00411e+06, 6.909e+08, 0, 2.76671, 0, 2.72824, 0, 0.0197522, 0.00724291, 627.111, 1565.36, 0.225, 0.380587, 27777.8, 201.192, 201.572
96, 345600, 5760, 96, 4, 0.133333, 0.0109589, 266.947, 266.947, 267.227, 267.227, 0.534454, 0.534454, inf, inf, 16.0336, 5.0055e+06, 16.0336, 5.00548e+06, 6.909e+08, 0, 3.69049, 0, 3.65198, 0, 0.0264437, 0.0072449, 627.238, 1173.61, 0.225, 0.507731, 27777.8, 201.247, 201.755
120, 432000, 7200, 120, 5, 0.166667, 0.0136986, 333.776, 333.776, 334.22, 334.22, 0.668439, 0.668439, inf, inf, 20.0532, 5.00687e+06, 20.0532, 5.00685e+06, 6.909e+08, 0, 4.61505, 0, 4.57651, 0, 0.0331427, 0.00724689, 627.365, 938.552, 0.225, 0.635017, 27777.8, 201.302, 201.937
144, 518400, 8640, 144, 6, 0.2, 0.0164384, 400.643, 400.643, 401.287, 401.287, 0.802573, 0.802573, inf, inf, 24.0772, 5.00825e+06, 24.0772, 5.00823e+06, 6.909e+08, 0, 5.54037, 0, 5.5018, 0, 0.0398491, 0.00724888, 627.493, 781.851, 0.225, 0.762445, 27777.8, 201.358, 202.12
168, 604800, 10080, 168, 7, 0.233333, 0.0191781, 467.546, 467.546, 468.428, 468.428, 0.936857, 0.936857, inf, inf, 28.1057, 5.00963e+06, 28.1057, 5.0096e+06, 6.909e+08, 0, 6.46648, 0, 6.42788, 0, 0.0465629, 0.00725087, 627.62, 669.921, 0.225, 0.890014, 27777.8, 201.413, 202.303
192, 691200, 11520, 192, 8, 0.266667, 0.0219178, 534.487, 534.487, 535.645, 535.645, 1.07129, 1.07129, inf, inf, 32.1387, 5.011e+06, 32.1387, 5.01097e+06, 6.909e+08, 0, 7.39336, 0, 7.35472, 0, 0.0532843, 0.00725286, 627.748, 585.974, 0.225, 1.01773, 27777.8, 201.468, 202.486
216, 777600, 12960, 216, 9, 0.3, 0.0246575, 601.466, 601.466, 602.936, 602.936, 1.20587, 1.20587, inf, inf, 36.1762, 5.01238e+06, 36.1762, 5.01234e+06, 6.909e+08, 0, 8.32101, 0, 8.28235, 0, 0.0600131, 0.00725486, 627.876, 520.682, 0.225, 1.14558, 27777.8, 201.524, 202.669
240, 864000, 14400, 240, 10, 0.333333, 0.0273973, 668.481, 668.481, 670.302, 670.302, 1.3406, 1.3406, inf, inf, 40.2181, 5.01376e+06, 40.2181, 5.01372e+06, 6.909e+08, 0, 9.24945, 0, 9.21075, 0, 0.0667494, 0.00725685, 628.004, 468.448, 0.225, 1.27357, 27777.8, 201.579, 202.853
264, 950400, 15840, 264, 11, 0.366667, 0.030137, 735.534, 735.534, 737.743, 737.743, 1.47549, 1.47549, inf, inf, 44.2646, 5.01514e+06, 44.2646, 5.01509e+06, 6.909e+08, 0, 10.1787, 0, 10.1399, 0, 0.0734932, 0.00725884, 628.132, 425.712, 0.225, 1.40171, 27777.8, 201.635, 203.036
288, 1.0368e+06, 17280, 288, 12, 0.4, 0.0328767, 802.624, 802.624, 805.26, 805.26, 1.61052, 1.61052, inf, inf, 48.3156, 5.01651e+06, 48.3156, 5.01647e+06, 6.909e+08, 0, 11.1086, 0, 11.0699, 0, 0.0802445, 0.00726084, 628.26, 390.098, 0.225, 1.52999, 27777.8, 201.69, 203.22
312, 1.1232e+06, 18720, 312, 13, 0.433333, 0.0356164, 869.751, 869.751, 872.851, 872.851, 1.7457, 1.7457, inf, inf, 52.371, 5.01789e+06, 52.371, 5.01784e+06, 6.909e+08, 0, 12.0394, 0, 12.0006, 0, 0.0870033, 0.00726283, 628.388, 359.963, 0.225, 1.65842, 27777.8, 201.745, 203.404
336, 1.2096e+06, 20160, 336, 14, 0.466667, 0.0383562, 936.916, 936.916, 940.517, 940.517, 1.88103, 1.88103, inf, inf, 56.431, 5.01927e+06, 56.431, 5.01921e+06, 6.909e+08, 0, 12.971, 0, 12.9321, 0, 0.0937696, 0.00726483, 628.517, 334.134, 0.225, 1.78698, 27777.8, 201.801, 203.588
360, 1.296e+06, 21600, 360, 15, 0.5, 0.0410959, 1004.12, 1004.12, 1008.26, 1008.26, 2.01652, 2.01652, inf, inf, 60.4955, 5.02065e+06, 60.4955, 5.02059e+06, 6.909e+08, 0, 13.9033, 0, 13.8644, 0, 0.100543, 0.00726683, 628.646, 311.748, 0.225, 1.91569, 27777.8, 201.856, 203.772
384, 1.3824e+06, 23040, 384, 16, 0.533333, 0.0438356, 1071.36, 1071.36, 1076.08, 1076.08, 2.15215, 2.15215, inf, inf, 64.5646, 5.02203e+06, 64.5646, 5.02197e+06, 6.909e+08, 0, 14.8364, 0, 14.7975, 0, 0.107325, 0.00726882, 628.775, 292.161, 0.225, 2.04454, 27777.8, 201.912, 203.956
408, 1.4688e+06, 24480, 408, 17, 0.566667, 0.0465753, 1138.63, 1138.63, 1143.97, 1143.97, 2.28794, 2.28794, inf, inf, 68.6381, 5.02341e+06, 68.6381, 5.02334e+06, 6.909e+08, 0, 15.7703, 0, 15.7314, 0, 0.114114, 0.00727082, 628.904, 274.878, 0.225, 2.17354, 27777.8, 201.967, 204.141
432, 1.5552e+06, 25920, 432, 18, 0.6, 0.0493151, 1205.95, 1205.95, 1211.94, 1211.94, 2.42387, 2.42387, inf, inf, 72.7162, 5.02479e+06, 72.7162, 5.02472e+06, 6.909e+08, 0, 16.705, 0, 16.666, 0, 0.12091, 0.00727282, 629.033, 259.516, 0.225, 2.30268, 27777.8, 202.023, 204.325
456, 1.6416e+06, 27360, 456, 19, 0.633333, 0.0520548, 1273.3, 1273.3, 1279.98, 1279.98, 2.55996, 2.55996, inf, inf, 76.7988, 5.02617e+06, 76.7988, 5.0261e+06, 6.909e+08, 0, 17.6404, 0, 17.6014, 0, 0.127714, 0.00727482, 629.162, 245.77, 0.225, 2.43196, 27777.8, 202.078, 204.51
480, 1.728e+06, 28800, 480, 20, 0.666667, 0.0547945, 1340.69, 1340.69, 1348.1, 1348.1, 2.6962, 2.6962, inf, inf, 80.886, 5.02755e+06, 80.886, 5.02747e+06, 6.909e+08, 0, 18.5767, 0, 18.5376, 0, 0.134526, 0.00727682, 629.291, 233.399, 0.225, 2.56139, 27777.8, 202.134, 204.695
504, 1.8144e+06, 30240, 504, 21, 0.7, 0.0575342, 1408.12, 1408.12, 1416.3, 1416.3, 2.83259, 2.83259, inf, inf, 84.9777, 5.02893e+06, 84.9777, 5.02885e+06, 6.909e+08, 0, 19.5137, 0, 19.4746, 0, 0.141345, 0.00727882, 629.421, 222.207, 0.225, 2.69096, 27777.8, 202.189, 204.88
528, 1.9008e+06, 31680, 528, 22, 0.733333, 0.060274, 1475.58, 1475.58, 1484.57, 1484.57, 2.96913, 2.96913, inf, inf, 89.074, 5.03032e+06, 89.074, 5.03023e+06, 6.909e+08, 0, 20.4515, 0, 20.4124, 0, 0.148172, 0.00728082, 629.551, 212.032, 0.225, 2.82068, 27777.8, 202.245, 205.066
552, 1.9872e+06, 33120, 552, 23, 0.766667, 0.0630137, 1543.08, 1543.08, 1552.91, 1552.91, 3.10583, 3.10583, inf, inf, 93.1748, 5.0317e+06, 93.1748, 5.03161e+06, 6.909e+08, 0, 21.3901, 0, 21.351, 0, 0.155006, 0.00728282, 629.681, 202.742, 0.225, 2.95053, 27777.8, 202.301, 205.251
576, 2.0736e+06, 34560, 576, 24, 0.8, 0.0657534, 1610.62, 1610.62, 1621.34, 1621.34, 3.24267, 3.24267, inf, inf, 97.2802, 5.03308e+06, 97.2802, 5.03298e+06, 6.909e+08, 0, 22.3295, 0, 22.2903, 0, 0.161848, 0.00728482, 629.811, 194.226, 0.225, 3.08054, 27777.8, 202.356, 205.437
600, 2.16e+06, 36000, 600, 25, 0.833333, 0.0684932, 1678.2, 1678.2, 1689.84, 1689.84, 3.37967, 3.37967, inf, inf, 101.39, 5.03447e+06, 101.39, 5.03436e+06, 6.909e+08, 0, 23.2696, 0, 23.2304, 0, 0.168698, 0.00728682, 629.941, 186.391, 0.225, 3.21069, 27777.8, 202.412, 205.622
624, 2.2464e+06, 37440, 624, 26, 0.866667, 0.0712329, 1745.81, 1745.81, 1758.41, 1758.41, 3.51682, 3.51682, inf, inf, 105.505, 5.03585e+06, 105.505, 5.03574e+06, 6.909e+08, 0, 24.2106, 0, 24.1714, 0, 0.175555, 0.00728882, 630.071, 179.159, 0.225, 3.34098, 27777.8, 202.467, 205.808
648, 2.3328e+06, 38880, 648, 27, 0.9, 0.0739726, 1813.46, 1813.46, 1827.06, 1827.06, 3.65413, 3.65413, inf, inf, 109.624, 5.03723e+06, 109.624, 5.03712e+06, 6.909e+08, 0, 25.1523, 0, 25.1131, 0, 0.18242, 0.00729083, 630.201, 172.463, 0.225, 3.47142, 27777.8, 202.523, 205.994
672, 2.4192e+06, 40320, 672, 28, 0.933333, 0.0767123, 1881.15, 1881.15, 1895.79, 1895.79, 3.79158, 3.79158, inf, inf, 113.747, 5.03862e+06, 113.747, 5.0385e+06, 6.909e+08, 0, 26.0949, 0, 26.0556, 0, 0.189293, 0.00729283, 630.332, 166.245, 0.225, 3.602, 27777.8, 202.579, 206.181
696, 2.5056e+06, 41760, 696, 29, 0.966667, 0.0794521, 1948.88, 1948.88, 1964.6, 1964.6, 3.92919, 3.92919, inf, inf, 117.876, 5.04e+06, 117.876, 5.03988e+06, 6.909e+08, 0, 27.0382, 0, 26.9989, 0, 0.196173, 0.00729484, 630.463, 160.456, 0.225, 3.73273, 27777.8, 202.634, 206.367
720, 2.592e+06, 43200, 720, 30, 1, 0.0821918, 2016.65, 2016.65, 2033.48, 2033.48, 4.06695, 4.06695, 2.63546e+06, inf, 122.009, 5.04139e+06, 122.009, 5.04127e+06, 6.909e+08, 0, 27.9823, 0, 27.9429, 0, 0.20306, 0.00729684, 630.594, 155.053, 0.225, 3.86361, 27777.8, 202.69, 206.554
744, 2.6784e+06, 44640, 744, 31, 1.03333, 0.0849315, 2017.77, 2084.45, 2035.74, 2102.43, 4.07148, 4.20487, 29.5225, inf, 126.146, 5.04277e+06, 126.146, 5.04265e+06, 6.909e+08, 0, 28.9272, 0, 28.0047, 0, 0.203564, 0.00729885, 635.791, 156.157, 0.225, 3.87319, 27777.8, 202.746, 206.619
768, 2.7648e+06, 46080, 768, 32, 1.06667, 0.0876712, 2018.89, 2152.29, 2038, 2171.47, 4.07601, 4.34294, 14.2699, inf, 130.288, 5.04416e+06, 130.288, 5.04403e+06, 6.909e+08, 0, 29.8729, 0, 28.0282, 0, 0.203791, 0.00730085, 635.795, 155.985, 0.225, 3.8775, 27777.8, 202.801, 206.679
792, 2.8512e+06, 47520, 792, 33, 1.1, 0.090411, 2020.01, 2220.17, 2040.27, 2240.58, 4.08054, 4.48116, 9.18559, inf, 134.435, 5.04554e+06, 134.435, 5.04541e+06, 6.909e+08, 0, 30.8194, 0, 28.0517, 0, 0.204018, 0.00730286, 635.8, 155.812, 0.225, 3.88181, 27777.8, 202.857, 206.739
816, 2.9376e+06, 48960, 816, 34, 1.13333, 0.0931507, 2021.14, 2288.08, 2042.54, 2309.77, 4.08508, 4.61954, 6.64345, inf, 138.586, 5.04693e+06, 138.586, 5.04679e+06, 6.909e+08, 0, 31.7666, 0, 28.0752, 0, 0.204245, 0.00730487, 635.804, 155.64, 0.225, 3.88613, 27777.8, 202.913, 206.799
840, 3.024e+06, 50400, 840, 35, 1.16667, 0.0958904, 2022.26, 2356.04, 2044.81, 2379.03, 4.08963, 4.75807, 5.11816, inf, 142.742, 5.04832e+06, 142.742, 5.04818e+06, 6.909e+08, 0, 32.7147, 0, 28.0987, 0, 0.204472, 0.00730687, 635.808, 155.468, 0.225, 3.89045, 27777.8, 202.969, 206.859
864, 3.1104e+06, 51840, 864, 36, 1.2, 0.0986301, 2023.38, 2424.03, 2047.09, 2448.38, 4.09418, 4.89675, 4.1013, inf, 146.903, 5.04971e+06, 146.903, 5.04956e+06, 6.909e+08, 0, 33.6636, 0, 28.1222, 0, 0.204699, 0.00730888, 635.812, 155.297, 0.225, 3.89478, 27777.8, 203.024, 206.919
888, 3.1968e+06, 53280, 888, 37, 1.23333, 0.10137, 2024.51, 2492.06, 2049.37, 2517.8, 4.09873, 5.03559, 3.37498, inf, 151.068, 5.05109e+06, 151.068, 5.05094e+06, 6.909e+08, 0, 34.6132, 0, 28.1458, 0, 0.204927, 0.00731089, 635.817, 155.125, 0.225, 3.89911, 27777.8, 203.08, 206.979
912, 3.2832e+06, 54720, 912, 38, 1.26667, 0.10411, 2025.64, 2560.12, 2051.65, 2587.29, 4.10329, 5.17458, 2.83023, inf, 155.238, 5.05248e+06, 155.238, 5.05233e+06, 6.909e+08, 0, 35.5637, 0, 28.1693, 0, 0.205155, 0.0073129, 635.821, 154.954, 0.225, 3.90345, 27777.8, 203.136, 207.04
936, 3.3696e+06, 56160, 936, 39, 1.3, 0.106849, 2026.76, 2628.23, 2053.93, 2656.87, 4.10786, 5.31373, 2.40654, inf, 159.412, 5.05387e+06, 159.412, 5.05371e+06, 6.909e+08, 0, 36.5149, 0, 28.1929, 0, 0.205383, 0.00731491, 635.825, 154.783, 0.225, 3.9078, 27777.8, 203.192, 207.1
960, 3.456e+06, 57600, 960, 40, 1.33333, 0.109589, 2027.89, 2696.37, 2056.21, 2726.52, 4.11243, 5.45303, 2.06759, inf, 163.591, 5.05526e+06, 163.591, 5.0551e+06, 6.909e+08, 0, 37.467, 0, 28.2166, 0, 0.205612, 0.00731692, 635.83, 154.612, 0.225, 3.91214, 27777.8, 203.248, 207.16
984, 3.5424e+06, 59040, 984, 41, 1.36667, 0.112329, 2029.02, 2764.55, 2058.5, 2796.25, 4.11701, 5.59249, 1.79027, inf, 167.775, 5.05665e+06, 167.775, 5.05648e+06, 6.909e+08, 0, 38.4198, 0, 28.2402, 0, 0.205841, 0.00731893, 635.834, 154.441, 0.225, 3.9165, 27777.8, 203.304, 207.22
1008, 3.6288e+06, 60480, 1008, 42, 1.4, 0.115068, 2030.15, 2832.77, 2060.79, 2866.05, 4.12159, 5.7321, 1.55916, inf, 171.963, 5.05804e+06, 171.963, 5.05787e+06, 6.909e+08, 0, 39.3735, 0, 28.2638, 0, 0.20607, 0.00732094, 635.839, 154.27, 0.225, 3.92085, 27777.8, 203.359, 207.28
1032, 3.7152e+06, 61920, 1032, 43, 1.43333, 0.117808, 2031.27, 2901.03, 2063.09, 2935.94, 4.12617, 5.87187, 1.36362, inf, 176.156, 5.05943e+06, 176.156, 5.05925e+06, 6.909e+08, 0, 40.3279, 0, 28.2875, 0, 0.206299, 0.00732295, 635.843, 154.1, 0.225, 3.92522, 27777.8, 203.415, 207.341
1056, 3.8016e+06, 63360, 1056, 44, 1.46667, 0.120548, 2032.4, 2969.32, 2065.38, 3005.9, 4.13076, 6.0118, 1.196, inf, 180.354, 5.06082e+06, 180.354, 5.06064e+06, 6.909e+08, 0, 41.2832, 0, 28.3112, 0, 0.206529, 0.00732497, 635.847, 153.93, 0.225, 3.92958, 27777.8, 203.471, 207.401
1080, 3.888e+06, 64800, 1080, 45, 1.5, 0.123288, 2033.53, 3037.65, 2067.68, 3075.94, 4.13536, 6.15188, 1.05074, inf, 184.556, 5.06221e+06, 184.556, 5.06203e+06, 6.909e+08, 0, 42.2392, 0, 28.3349, 0, 0.206758, 0.00732698, 635.852, 153.76, 0.225, 3.93396, 27777.8, 203.527, 207.461
1104, 3.9744e+06, 66240, 1104, 46, 1.53333, 0.126027, 2034.67, 3106.02, 2069.98, 3146.06, 4.13996, 6.29211, 0.923636, inf, 188.763, 5.0636e+06, 188.763, 5.06341e+06, 6.909e+08, 0, 43.196, 0, 28.3586, 0, 0.206988, 0.00732899, 635.856, 153.59, 0.225, 3.93833, 27777.8, 203.583, 207.521
1128, 4.0608e+06, 67680, 1128, 47, 1.56667, 0.128767, 2035.8, 3174.43, 2072.28, 3216.25, 4.14457, 6.4325, 0.811485, inf, 192.975, 5.06499e+06, 192.975, 5.0648e+06, 6.909e+08, 0, 44.1537, 0, 28.3824, 0, 0.207219, 0.00733101, 635.86, 153.42, 0.225, 3.94272, 27777.8, 203.639, 207.582
1152, 4.1472e+06, 69120, 1152, 48, 1.6, 0.131507, 2036.93, 3242.88, 2074.59, 3286.53, 4.14918, 6.57305, 0.711795, inf, 197.192, 5.06638e+06, 197.192, 5.06619e+06, 6.909e+08, 0, 45.1121, 0, 28.4062, 0, 0.207449, 0.00733302, 635.865, 153.251, 0.225, 3.9471, 27777.8, 203.695, 207.642
1176, 4.2336e+06, 70560, 1176, 49, 1.63333, 0.134247, 2038.06, 3311.36, 2076.9, 3356.88, 4.15379, 6.71375, 0.6226, inf, 201.413, 5.06778e+06, 201.413, 5.06758e+06, 6.909e+08, 0, 46.0714, 0, 28.43, 0, 0.20768, 0.00733504, 635.869, 153.082, 0.225, 3.95149, 27777.8, 203.751, 207.703
1200, 4.32e+06, 72000, 1200, 50, 1.66667, 0.136986, 2039.2, 3379.88, 2079.21, 3427.31, 4.15842, 6.85461, 0.542324, inf, 205.638, 5.06917e+06, 205.638, 5.06896e+06, 6.909e+08, 0, 47.0314, 0, 28.4538, 0, 0.207911, 0.00733705, 635.873, 152.912, 0.225, 3.95589, 27777.8, 203.807, 207.763
1224, 4.4064e+06, 73440, 1224, 51, 1.7, 0.139726, 2040.33, 3448.45, 2081.52, 3497.82, 4.16304, 6.99563, 0.469694, inf, 209.869, 5.07056e+06, 209.869, 5.07035e+06, 6.909e+08, 0, 47.9923, 0, 28.4776, 0, 0.208142, 0.00733907, 635.878, 152.744, 0.225, 3.96029, 27777.8, 203.863, 207.823
1248, 4.4928e+06, 74880, 1248, 52, 1.73333, 0.142466, 2041.46, 3517.04, 2083.84, 3568.4, 4.16767, 7.13681, 0.403667, inf, 214.104, 5.07196e+06, 214.104, 5.07174e+06, 6.909e+08, 0, 48.9539, 0, 28.5015, 0, 0.208374, 0.00734109, 635.882, 152.575, 0.225, 3.9647, 27777.8, 203.919, 207.884
1272, 4.5792e+06, 76320, 1272, 53, 1.76667, 0.145205, 2042.6, 3585.68, 2086.16, 3639.07, 4.17231, 7.27814, 0.343381, inf, 218.344, 5.07335e+06, 218.344, 5.07313e+06, 6.909e+08, 0, 49.9164, 0, 28.5253, 0, 0.208606, 0.0073431, 635.887, 152.406, 0.225, 3.96911, 27777.8, 203.975, 207.944
1296, 4.6656e+06, 77760, 1296, 54, 1.8, 0.147945, 2043.74, 3654.36, 2088.48, 3709.81, 4.17695, 7.41963, 0.28812, inf, 222.589, 5.07474e+06, 222.589, 5.07452e+06, 6.909e+08, 0, 50.8797, 0, 28.5492, 0, 0.208838, 0.00734512, 635.891, 152.238, 0.225, 3.97353, 27777.8, 204.031, 208.005
1320, 4.752e+06, 79200, 1320, 55, 1.83333, 0.150685, 2044.87, 3723.07, 2090.8, 3780.64, 4.1816, 7.56127, 0.23728, inf, 226.838, 5.07614e+06, 226.838, 5.07591e+06, 6.909e+08, 0, 51.8438, 0, 28.5731, 0, 0.20907, 0.00734714, 635.896, 152.07, 0.225, 3.97795, 27777.8, 204.087, 208.065
1344, 4.8384e+06, 80640, 1344, 56, 1.86667, 0.153425, 2046.01, 3791.82, 2093.13, 3851.54, 4.18625, 7.70307, 0.190351, inf, 231.092, 5.07753e+06, 231.092, 5.0773e+06, 6.909e+08, 0, 52.8086, 0, 28.5971, 0, 0.209303, 0.00734916, 635.9, 151.902, 0.225, 3.98237, 27777.8, 204.143, 208.126
1368, 4.9248e+06, 82080, 1368, 57, 1.9, 0.156164, 2047.15, 3860.61, 2095.46, 3922.52, 4.19091, 7.84504, 0.146898, inf, 235.351, 5.07893e+06, 235.351, 5.07869e+06, 6.909e+08, 0, 53.7743, 0, 28.621, 0, 0.209536, 0.00735118, 635.904, 151.734, 0.225, 3.9868, 27777.8, 204.199, 208.186
1392, 5.0112e+06, 83520, 1392, 58, 1.93333, 0.158904, 2048.29, 3929.44, 2097.79, 3993.58, 4.19557, 7.98716, 0.106549, inf, 239.615, 5.08033e+06, 239.615, 5.08009e+06, 6.909e+08, 0, 54.7408, 0, 28.645, 0, 0.209769, 0.0073532, 635.909, 151.567, 0.225, 3.99124, 27777.8, 204.256, 208.247
1416, 5.0976e+06, 84960, 1416, 59, 1.96667, 0.161644, 2049.43, 3998.31, 2100.12, 4064.72, 4.20024, 8.12943, 0.0689835, inf, 243.883, 5.08172e+06, 243.883, 5.08148e+06, 6.909e+08, 0, 55.7082, 0, 28.669, 0, 0.210002, 0.00735522, 635.913, 151.399, 0.225, 3.99568, 27777.8, 204.312, 208.307
1440, 5.184e+06, 86400, 1440, 60, 2, 0.164384, 2050.57, 4067.21, 2102.46, 4135.93, 4.20492, 8.27187, 0.0339223, inf, 248.156, 5.08312e+06, 248.156, 5.08287e+06, 6.909e+08, 0, 56.6763, 0, 28.693, 0, 0.210236, 0.00735724, 635.918, 151.232, 0.225, 4.00013, 27777.8, 204.368, 208.368
1464, 5.2704e+06, 87840, 1464, 61, 2.03333, 0.167123, 2051.71, 4136.15, 2104.8, 4207.23, 4.20959, 8.41446, 0.0339224, inf, 252.434, 5.08452e+06, 252.434, 5.08426e+06, 6.909e+08, 0, 57.6452, 0, 28.717, 0, 0.21047, 0.00735926, 641.153, 152.308, 0.225, 4.00458, 27777.8, 204.424, 208.429
1488, 5.3568e+06, 89280, 1488, 62, 2.06667, 0.169863, 2052.85, 4205.13, 2107.14, 4278.61, 4.21428, 8.55721, 0.0339224, inf, 256.716, 5.08591e+06, 256.716, 5.08566e+06, 6.909e+08, 0, 58.615, 0, 28.7411, 0, 0.210704, 0.00736129, 641.158, 152.139, 0.225, 4.00903, 27777.8, 204.48, 208.489
1512, 5.4432e+06, 90720, 1512, 63, 2.1, 0.172603, 2053.99, 4274.15, 2109.48, 4350.06, 4.21897, 8.70013, 0.0339224, inf, 261.004, 5.08731e+06, 261.004, 5.08705e+06, 6.909e+08, 0, 59.5855, 0, 28.7652, 0, 0.210939, 0.00736331, 641.162, 151.971, 0.225, 4.01349, 27777.8, 204.536, 208.55
1536, 5.5296e+06, 92160, 1536, 64, 2.13333, 0.175342, 2055.13, 4343.21, 2111.83, 4421.6, 4.22366, 8.8432, 0.0339224, inf, 265.296, 5.08871e+06, 265.296, 5.08844e+06, 6.909e+08, 0, 60.5569, 0, 28.7892, 0, 0.211173, 0.00736533, 641.166, 151.804, 0.225, 4.01796, 27777.8, 204.593, 208.611
1560, 5.616e+06, 93600, 1560, 65, 2.16667, 0.178082, 2056.27, 4412.31, 2114.18, 4493.21, 4.22836, 8.98643, 0.0339224, inf, 269.593, 5.09011e+06, 269.593, 5.08984e+06, 6.909e+08, 0, 61.5291, 0, 28.8134, 0, 0.211408, 0.00736736, 641.171, 151.636, 0.225, 4.02243, 27777.8, 204.649, 208.671
1584, 5.7024e+06, 95040, 1584, 66, 2.2, 0.180822, 2057.42, 4481.44, 2116.53, 4564.91, 4.23306, 9.12982, 0.0339224, inf, 273.894, 5.09151e+06, 273.894, 5.09123e+06, 6.909e+08, 0, 62.5021, 0, 28.8375, 0, 0.211643, 0.00736938, 641.175, 151.468, 0.225, 4.0269, 27777.8, 204.705, 208.732
1608, 5.7888e+06, 96480, 1608, 67, 2.23333, 0.183562, 2058.56, 4550.62, 2118.89, 4636.68, 4.23777, 9.27336, 0.0339224, inf, 278.201, 5.09291e+06, 278.201, 5.09263e+06, 6.909e+08, 0, 63.4759, 0, 28.8616, 0, 0.211879, 0.00737141, 641.18, 151.301, 0.225, 4.03138, 27777.8, 204.761, 208.793
1632, 5.8752e+06, 97920, 1632, 68, 2.26667, 0.186301, 2059.71, 4619.83, 2121.24, 4708.54, 4.24249, 9.41707, 0.0339224, inf, 282.512, 5.09431e+06, 282.512, 5.09402e+06, 6.909e+08, 0, 64.4505, 0, 28.8858, 0, 0.212115, 0.00737344, 641.184, 151.134, 0.225, 4.03587, 27777.8, 204.818, 208.854
1656, 5.9616e+06, 99360, 1656, 69, 2.3, 0.189041, 2060.85, 4689.08, 2123.6, 4780.47, 4.24721, 9.56094, 0.0339224, inf, 286.828, 5.09571e+06, 286.828, 5.09542e+06, 6.909e+08, 0, 65.426, 0, 28.91, 0, 0.212351, 0.00737546, 641.189, 150.967, 0.225, 4.04036, 27777.8, 204.874, 208.914
1680, 6.048e+06, 100800, 1680, 70, 2.33333, 0.191781, 2062, 4758.37, 2125.97, 4852.48, 4.25193, 9.70497, 0.0339224, inf, 291.149, 5.09711e+06, 291.149, 5.09682e+06, 6.909e+08, 0, 66.4022, 0, 28.9342, 0, 0.212587, 0.00737749, 641.193, 150.8, 0.225, 4.04486, 27777.8, 204.93, 208.975
1704, 6.1344e+06, 102240, 1704, 71, 2.36667, 0.194521, 2063.14, 4827.7, 2128.33, 4924.58, 4.25667, 9.84916, 0.0339224, inf, 295.475, 5.09851e+06, 295.475, 5.09821e+06, 6.909e+08, 0, 67.3793, 0, 28.9585, 0, 0.212823, 0.00737952, 641.198, 150.634, 0.225, 4.04936, 27777.8, 204.987, 209.036
1728, 6.2208e+06, 103680, 1728, 72, 2.4, 0.19726, 2064.29, 4897.06, 2130.7, 4996.75, 4.2614, 9.99351, 0.0339224, inf, 299.805, 5.09991e+06, 299.805, 5.09961e+06, 6.909e+08, 0, 68.3572, 0, 28.9827, 0, 0.21306, 0.00738154, 641.202, 150.467, 0.225, 4.05386, 27777.8, 205.043, 209.097
1752, 6.3072e+06, 105120, 1752, 73, 2.43333, 0.2, 2065.44, 4966.47, 2133.07, 5069.01, 4.26614, 10.138, 0.0339224, inf, 304.14, 5.10131e+06, 304.14, 5.10101e+06, 6.909e+08, 0, 69.3359, 0, 29.007, 0, 0.213297, 0.00738357, 641.207, 150.301, 0.225, 4.05837, 27777.8, 205.099, 209.158
