Tick, Second, Min, Hour, Day, Month, Year, onemkt_rev/mo, onemkt_rev/yr, allmkts_rev/mo, allmkts_rev/yr, ocean_rev/mo, ocean_rev/yr, ocean_rev_growth/mo, ocean_rev_growth/yr, ps30_valuation, overall_valuation, fundamentals_valuation, speculation_valuation, tot_OCEAN_supply, tot_OCEAN_minted, tot_OCEAN_burned, OCEAN_minted/mo, OCEAN_burned/mo, OCEAN_minted_USD/mo, OCEAN_burned_USD/mo, OCEAN_price, RND/mo, rnd_to_sales_ratio, mkts_annual_growth_rate, dao_USD/mo, dao_OCEAN/mo, dao_OCEAN_in_USD/mo, dao_total_in_USD/mo
7512, 2.70432e+07, 450720, 7512, 313, 10.4333, 0.857534, 2360.29, 22791, 2785.55, 24955.6, 5.57109, 49.9112, 0.0339224, inf, 1497.33, 5.44918e+06, 1497.33, 5.44769e+06, 6.95189e+08, 4.28929e+06, 330.069, 969996, 35.6577, 7780.8, 0.278542, 0.00783842, 8258.2, 1482.33, 0.225, 5.29977, 997774, 7820.97, 7826.27
7536, 2.71296e+07, 452160, 7536, 314, 10.4667, 0.860274, 2361.6, 22870.4, 2788.65, 25050, 5.57729, 50.1001, 0.0339224, inf, 1503, 5.45068e+06, 1503, 5.44918e+06, 6.95221e+08, 4.32138e+06, 331.274, 969536, 35.6893, 7780.74, 0.278852, 0.00784021, 8256.34, 1480.35, 0.225, 5.30566, 997314, 7819.15, 7824.46
7560, 2.7216e+07, 453600, 7560, 315, 10.5, 0.863014, 2362.92, 22949.8, 2791.75, 25144.6, 5.5835, 50.2892, 0.0339224, inf, 1508.68, 5.45218e+06, 1508.68, 5.45067e+06, 6.95253e+08, 4.35346e+06, 332.48, 969076, 35.7208, 7780.67, 0.279162, 0.00784201, 8254.48, 1478.37, 0.225, 5.31157, 996853, 7817.33, 7822.64
7584, 2.73024e+07, 455040, 7584, 316, 10.5333, 0.865753, 2364.23, 23029.2, 2794.85, 25239.3, 5.58971, 50.4786, 0.0339224, inf, 1514.36, 5.45368e+06, 1514.36, 5.45216e+06, 6.95285e+08, 4.38553e+06, 333.687, 968616, 35.7524, 7780.61, 0.279473, 0.0078438, 8252.62, 1476.4, 0.225, 5.31748, 996393, 7815.51, 7820.83
7608, 2.73888e+07, 456480, 7608, 317, 10.5667, 0.868493, 2365.54, 23108.7, 2797.96, 25334.1, 5.59593, 50.6681, 0.0339224, inf, 1520.04, 5.45518e+06, 1520.04, 5.45366e+06, 6.95317e+08, 4.41758e+06, 334.896, 968156, 35.784, 7780.54, 0.279783, 0.0078456, 8250.76, 1474.42, 0.225, 5.32339, 995934, 7813.69, 7819.02
7632, 2.74752e+07, 457920, 7632, 318, 10.6, 0.871233, 2366.86, 23188.2, 2801.08, 25428.9, 5.60215, 50.8579, 0.0339224, inf, 1525.74, 5.45668e+06, 1525.74, 5.45515e+06, 6.95349e+08, 4.44961e+06, 336.105, 967696, 35.8156, 7780.48, 0.280095, 0.00784739, 8248.91, 1472.45, 0.225, 5.32932, 995474, 7811.88, 7817.21
7656, 2.75616e+07, 459360, 7656, 319, 10.6333, 0.873973, 2368.18, 23267.8, 2804.19, 25523.9, 5.60839, 51.0479, 0.0339224, inf, 1531.44, 5.45818e+06, 1531.44, 5.45665e+06, 6.95381e+08, 4.48163e+06, 337.315, 967237, 35.8473, 7780.42, 0.280406, 0.00784919, 8247.05, 1470.49, 0.225, 5.33525, 995015, 7810.06, 7815.4
7680, 2.7648e+07, 460800, 7680, 320, 10.6667, 0.876712, 2369.49, 23347.4, 2807.31, 25619, 5.61463, 51.238, 0.0339224, inf, 1537.14, 5.45968e+06, 1537.14, 5.45814e+06, 6.95413e+08, 4.51364e+06, 338.527, 966778, 35.879, 7780.36, 0.280718, 0.00785099, 8245.19, 1468.52, 0.225, 5.34118, 994556, 7808.24, 7813.58
7704, 2.77344e+07, 462240, 7704, 321, 10.7, 0.879452, 2370.81, 23427.1, 2810.44, 25714.2, 5.62087, 51.4284, 0.0339224, inf, 1542.85, 5.46118e+06, 1542.85, 5.45964e+06, 6.95445e+08, 4.54563e+06, 339.739, 966319, 35.9107, 7780.3, 0.281031, 0.00785278, 8243.34, 1466.56, 0.225, 5.34712, 994097, 7806.43, 7811.78
7728, 2.78208e+07, 463680, 7728, 322, 10.7333, 0.882192, 2372.13, 23506.8, 2813.56, 25809.5, 5.62713, 51.6191, 0.0339224, inf, 1548.57, 5.46268e+06, 1548.57, 5.46113e+06, 6.95477e+08, 4.5776e+06, 340.953, 965860, 35.9424, 7780.24, 0.281343, 0.00785458, 8241.48, 1464.6, 0.225, 5.35307, 993638, 7804.61, 7809.97
7752, 2.79072e+07, 465120, 7752, 323, 10.7667, 0.884932, 2373.45, 23586.5, 2816.69, 25904.9, 5.63339, 51.8099, 0.0339224, inf, 1554.3, 5.46419e+06, 1554.3, 5.46263e+06, 6.95509e+08, 4.60956e+06, 342.167, 965402, 35.9742, 7780.18, 0.281656, 0.00785638, 8239.63, 1462.64, 0.225, 5.35903, 993180, 7802.8, 7808.16
7776, 2.79936e+07, 466560, 7776, 324, 10.8, 0.887671, 2374.77, 23666.3, 2819.83, 26000.5, 5.63966, 52.0009, 0.0339224, inf, 1560.03, 5.46569e+06, 1560.03, 5.46413e+06, 6.95541e+08, 4.6415e+06, 343.383, 964944, 36.006, 7780.12, 0.28197, 0.00785818, 8237.78, 1460.69, 0.225, 5.36499, 992722, 7800.99, 7806.35
7800, 2.808e+07, 468000, 7800, 325, 10.8333, 0.890411, 2376.09, 23746.2, 2822.97, 26096.1, 5.64593, 52.1922, 0.0339224, inf, 1565.76, 5.46719e+06, 1565.76, 5.46563e+06, 6.95573e+08, 4.67343e+06, 344.6, 964486, 36.0378, 7780.06, 0.282284, 0.00785998, 8235.92, 1458.74, 0.225, 5.37096, 992264, 7799.17, 7804.54
7824, 2.81664e+07, 469440, 7824, 326, 10.8667, 0.893151, 2377.41, 23826.1, 2826.11, 26191.8, 5.65221, 52.3836, 0.0339224, inf, 1571.51, 5.46869e+06, 1571.51, 5.46712e+06, 6.95605e+08, 4.70535e+06, 345.817, 964028, 36.0696, 7780.01, 0.282598, 0.00786178, 8234.07, 1456.79, 0.225, 5.37694, 991806, 7797.36, 7802.74
7848, 2.82528e+07, 470880, 7848, 327, 10.9, 0.89589, 2378.73, 23906, 2829.25, 26287.6, 5.6585, 52.5753, 0.0339224, inf, 1577.26, 5.4702e+06, 1577.26, 5.46862e+06, 6.95637e+08, 4.73725e+06, 347.036, 963570, 36.1015, 7779.96, 0.282912, 0.00786358, 8232.22, 1454.84, 0.225, 5.38292, 991348, 7795.55, 7800.93
7872, 2.83392e+07, 472320, 7872, 328, 10.9333, 0.89863, 2380.06, 23986, 2832.4, 26383.6, 5.6648, 52.7672, 0.0339224, inf, 1583.02, 5.4717e+06, 1583.02, 5.47012e+06, 6.95669e+08, 4.76913e+06, 348.256, 963113, 36.1334, 7779.9, 0.283227, 0.00786538, 8230.37, 1452.9, 0.225, 5.38891, 990891, 7793.74, 7799.13
7896, 2.84256e+07, 473760, 7896, 329, 10.9667, 0.90137, 2381.38, 24066, 2835.55, 26479.6, 5.6711, 52.9593, 0.0339224, inf, 1588.78, 5.47321e+06, 1588.78, 5.47162e+06, 6.95701e+08, 4.801e+06, 349.477, 962656, 36.1653, 7779.85, 0.283542, 0.00786719, 8228.52, 1450.96, 0.225, 5.3949, 990434, 7791.93, 7797.32
7920, 2.8512e+07, 475200, 7920, 330, 11, 0.90411, 2382.7, 24146.1, 2838.71, 26575.8, 5.67741, 53.1516, 0.0339224, inf, 1594.55, 5.47471e+06, 1594.55, 5.47312e+06, 6.95732e+08, 4.83285e+06, 350.7, 962199, 36.1973, 7779.8, 0.283857, 0.00786899, 8226.67, 1449.02, 0.225, 5.40091, 989977, 7790.12, 7795.52
7944, 2.85984e+07, 476640, 7944, 331, 11.0333, 0.906849, 2384.03, 24226.2, 2841.86, 26672.1, 5.68373, 53.3441, 0.0339224, inf, 1600.32, 5.47622e+06, 1600.32, 5.47462e+06, 6.95764e+08, 4.86469e+06, 351.923, 961742, 36.2293, 7779.75, 0.284173, 0.00787079, 8229.48, 1447.9, 0.225, 5.40692, 989520, 7788.31, 7793.72
7968, 2.86848e+07, 478080, 7968, 332, 11.0667, 0.909589, 2385.36, 24306.3, 2845.03, 26768.4, 5.69005, 53.5369, 0.0339224, inf, 1606.11, 5.47772e+06, 1606.11, 5.47612e+06, 6.95796e+08, 4.89651e+06, 353.147, 961286, 36.2613, 7779.7, 0.284489, 0.0078726, 8227.63, 1445.97, 0.225, 5.41293, 989064, 7786.5, 7791.91
7992, 2.87712e+07, 479520, 7992, 333, 11.1, 0.912329, 2386.68, 24386.5, 2848.19, 26864.9, 5.69638, 53.7298, 0.0339224, inf, 1611.89, 5.47923e+06, 1611.89, 5.47762e+06, 6.95828e+08, 4.92832e+06, 354.372, 960830, 36.2933, 7779.65, 0.284806, 0.0078744, 8225.78, 1444.04, 0.225, 5.41895, 988607, 7784.69, 7790.11
8016, 2.88576e+07, 480960, 8016, 334, 11.1333, 0.915068, 2388.01, 24466.8, 2851.36, 26961.5, 5.70272, 53.923, 0.0339224, inf, 1617.69, 5.48074e+06, 1617.69, 5.47912e+06, 6.9586e+08, 4.96011e+06, 355.599, 960374, 36.3254, 7779.61, 0.285123, 0.00787621, 8223.94, 1442.11, 0.225, 5.42498, 988151, 7782.89, 7788.31
8040, 2.8944e+07, 482400, 8040, 335, 11.1667, 0.917808, 2389.34, 24547.1, 2854.53, 27058.2, 5.70907, 54.1164, 0.0339224, inf, 1623.49, 5.48224e+06, 1623.49, 5.48062e+06, 6.95892e+08, 4.99189e+06, 356.826, 959918, 36.3575, 7779.56, 0.28544, 0.00787801, 8222.09, 1440.18, 0.225, 5.43102, 987695, 7781.08, 7786.51
8064, 2.90304e+07, 483840, 8064, 336, 11.2, 0.920548, 2390.67, 24627.4, 2857.71, 27155, 5.71542, 54.31, 0.0339224, inf, 1629.3, 5.48375e+06, 1629.3, 5.48212e+06, 6.95923e+08, 5.02365e+06, 358.055, 959462, 36.3896, 7779.51, 0.285758, 0.00787982, 8220.24, 1438.26, 0.225, 5.43706, 987240, 7779.27, 7784.71
8088, 2.91168e+07, 485280, 8088, 337, 11.2333, 0.923288, 2392, 24707.8, 2860.89, 27251.9, 5.72178, 54.5038, 0.0339224, inf, 1635.11, 5.48526e+06, 1635.11, 5.48362e+06, 6.95955e+08, 5.0554e+06, 359.285, 959007, 36.4217, 7779.47, 0.286076, 0.00788163, 8218.4, 1436.34, 0.225, 5.44311, 986784, 7777.47, 7782.91
8112, 2.92032e+07, 486720, 8112, 338, 11.2667, 0.926027, 2393.33, 24788.2, 2864.07, 27348.9, 5.72814, 54.6978, 0.0339224, inf, 1640.94, 5.48677e+06, 1640.94, 5.48513e+06, 6.95987e+08, 5.08713e+06, 360.516, 958551, 36.4539, 7779.43, 0.286394, 0.00788344, 8216.55, 1434.42, 0.225, 5.44917, 986329, 7775.66, 7781.11
8136, 2.92896e+07, 488160, 8136, 339, 11.3, 0.928767, 2394.66, 24868.7, 2867.26, 27446, 5.73452, 54.8921, 0.0339224, inf, 1646.76, 5.48828e+06, 1646.76, 5.48663e+06, 6.96018e+08, 5.11885e+06, 361.747, 958096, 36.4861, 7779.39, 0.286713, 0.00788524, 8214.71, 1432.5, 0.225, 5.45523, 985874, 7773.86, 7779.31
8160, 2.9376e+07, 489600, 8160, 340, 11.3333, 0.931507, 2395.99, 24949.2, 2870.45, 27543.3, 5.7409, 55.0865, 0.0339224, inf, 1652.6, 5.48979e+06, 1652.6, 5.48813e+06, 6.9605e+08, 5.15055e+06, 362.98, 957642, 36.5183, 7779.34, 0.287032, 0.00788705, 8212.87, 1430.59, 0.225, 5.4613, 985420, 7772.06, 7777.52
8184, 2.94624e+07, 491040, 8184, 341, 11.3667, 0.934247, 2397.32, 25029.7, 2873.64, 27640.6, 5.74728, 55.2812, 0.0339224, inf, 1658.44, 5.49129e+06, 1658.44, 5.48964e+06, 6.96082e+08, 5.18224e+06, 364.214, 957187, 36.5506, 7779.3, 0.287351, 0.00788886, 8211.02, 1428.68, 0.225, 5.46738, 984965, 7770.25, 7775.72
8208, 2.95488e+07, 492480, 8208, 342, 11.4, 0.936986, 2398.65, 25110.3, 2876.84, 27738.1, 5.75368, 55.4761, 0.0339224, inf, 1664.28, 5.4928e+06, 1664.28, 5.49114e+06, 6.96114e+08, 5.21391e+06, 365.45, 956733, 36.5829, 7779.27, 0.287671, 0.00789067, 8209.18, 1426.77, 0.225, 5.47346, 984511, 7768.45, 7773.93
8232, 2.96352e+07, 493920, 8232, 343, 11.4333, 0.939726, 2399.99, 25191, 2880.04, 27835.6, 5.76008, 55.6712, 0.0339224, inf, 1670.14, 5.49432e+06, 1670.14, 5.49265e+06, 6.96145e+08, 5.24557e+06, 366.686, 956279, 36.6152, 7779.23, 0.287991, 0.00789248, 8207.34, 1424.87, 0.225, 5.47955, 984057, 7766.65, 7772.13
8256, 2.97216e+07, 495360, 8256, 344, 11.4667, 0.942466, 2401.32, 25271.7, 2883.24, 27933.3, 5.76649, 55.8666, 0.0339224, inf, 1676, 5.49583e+06, 1676, 5.49415e+06, 6.96177e+08, 5.27721e+06, 367.923, 955825, 36.6475, 7779.19, 0.288311, 0.0078943, 8205.5, 1422.96, 0.225, 5.48565, 983603, 7764.85, 7770.34
8280, 2.9808e+07, 496800, 8280, 345, 11.5, 0.945205, 2402.66, 25352.4, 2886.45, 28031.1, 5.77291, 56.0621, 0.0339224, inf, 1681.86, 5.49734e+06, 1681.86, 5.49566e+06, 6.96208e+08, 5.30883e+06, 369.162, 955371, 36.6799, 7779.15, 0.288632, 0.00789611, 8203.66, 1421.06, 0.225, 5.49175, 983149, 7763.05, 7768.54
8304, 2.98944e+07, 498240, 8304, 346, 11.5333, 0.947945, 2404, 25433.2, 2889.66, 28128.9, 5.77933, 56.2579, 0.0339224, inf, 1687.74, 5.49885e+06, 1687.74, 5.49716e+06, 6.9624e+08, 5.34045e+06, 370.401, 954918, 36.7123, 7779.12, 0.288953, 0.00789792, 8201.82, 1419.16, 0.225, 5.49786, 982695, 7761.25, 7766.75
8328, 2.99808e+07, 499680, 8328, 347, 11.5667, 0.950685, 2405.33, 25514, 2892.88, 28226.9, 5.78576, 56.4539, 0.0339224, inf, 1693.62, 5.50036e+06, 1693.62, 5.49867e+06, 6.96272e+08, 5.37204e+06, 371.642, 954464, 36.7447, 7779.09, 0.289275, 0.00789973, 8199.98, 1417.27, 0.225, 5.50398, 982242, 7759.45, 7764.96
8352, 3.00672e+07, 501120, 8352, 348, 11.6, 0.953425, 2406.67, 25594.9, 2896.1, 28325, 5.7922, 56.6501, 0.0339224, inf, 1699.5, 5.50187e+06, 1699.5, 5.50017e+06, 6.96303e+08, 5.40362e+06, 372.883, 954011, 36.7772, 7779.05, 0.289596, 0.00790155, 8198.14, 1415.38, 0.225, 5.5101, 981789, 7757.66, 7763.17
8376, 3.01536e+07, 502560, 8376, 349, 11.6333, 0.956164, 2408.01, 25675.8, 2899.32, 28423.2, 5.79864, 56.8465, 0.0339224, inf, 1705.39, 5.50339e+06, 1705.39, 5.50168e+06, 6.96335e+08, 5.43519e+06, 374.126, 953559, 36.8097, 7779.02, 0.289919, 0.00790336, 8196.3, 1413.49, 0.225, 5.51623, 981336, 7755.86, 7761.37
8400, 3.024e+07, 504000, 8400, 350, 11.6667, 0.958904, 2409.35, 25756.8, 2902.55, 28521.6, 5.80509, 57.0431, 0.0339224, inf, 1711.29, 5.5049e+06, 1711.29, 5.50319e+06, 6.96366e+08, 5.46674e+06, 375.37, 953106, 36.8422, 7778.99, 0.290241, 0.00790518, 8194.47, 1411.6, 0.225, 5.52237, 980884, 7754.06, 7759.58
8424, 3.03264e+07, 505440, 8424, 351, 11.7, 0.961644, 2410.69, 25837.8, 2905.78, 28620, 5.81155, 57.24, 0.0339224, inf, 1717.2, 5.50641e+06, 1717.2, 5.5047e+06, 6.96398e+08, 5.49828e+06, 376.615, 952654, 36.8747, 7778.96, 0.290564, 0.00790699, 8192.63, 1409.72, 0.225, 5.52851, 980431, 7752.27, 7757.79
8448, 3.04128e+07, 506880, 8448, 352, 11.7333, 0.964384, 2412.03, 25918.8, 2909.01, 28718.5, 5.81802, 57.4371, 0.0339224, inf, 1723.11, 5.50793e+06, 1723.11, 5.50621e+06, 6.96429e+08, 5.5298e+06, 377.861, 952201, 36.9073, 7778.93, 0.290887, 0.00790881, 8190.8, 1407.83, 0.225, 5.53467, 979979, 7750.47, 7756.01
8472, 3.04992e+07, 508320, 8472, 353, 11.7667, 0.967123, 2413.37, 25999.9, 2912.25, 28817.2, 5.82449, 57.6344, 0.0339224, inf, 1729.03, 5.50944e+06, 1729.03, 5.50771e+06, 6.96461e+08, 5.56131e+06, 379.108, 951749, 36.9398, 7778.9, 0.291211, 0.00791063, 8188.96, 1405.95, 0.225, 5.54082, 979527, 7748.68, 7754.22
8496, 3.05856e+07, 509760, 8496, 354, 11.8, 0.969863, 2414.71, 26081.1, 2915.49, 28915.9, 5.83097, 57.8319, 0.0339224, inf, 1734.96, 5.51096e+06, 1734.96, 5.50922e+06, 6.96492e+08, 5.5928e+06, 380.357, 951298, 36.9725, 7778.87, 0.291535, 0.00791245, 8187.13, 1404.08, 0.225, 5.54699, 979076, 7746.88, 7752.43
8520, 3.0672e+07, 511200, 8520, 355, 11.8333, 0.972603, 2416.06, 26162.2, 2918.73, 29014.8, 5.83746, 58.0296, 0.0339224, inf, 1740.89, 5.51247e+06, 1740.89, 5.51073e+06, 6.96524e+08, 5.62428e+06, 381.606, 950846, 37.0051, 7778.85, 0.291859, 0.00791426, 8185.29, 1402.2, 0.225, 5.55316, 978624, 7745.09, 7750.64
8544, 3.07584e+07, 512640, 8544, 356, 11.8667, 0.975342, 2417.4, 26243.5, 2921.98, 29113.8, 5.84395, 58.2276, 0.0339224, inf, 1746.83, 5.51399e+06, 1746.83, 5.51224e+06, 6.96555e+08, 5.65574e+06, 382.857, 950395, 37.0378, 7778.82, 0.292184, 0.00791608, 8183.46, 1400.33, 0.225, 5.55934, 978173, 7743.3, 7748.86
8568, 3.08448e+07, 514080, 8568, 357, 11.9, 0.978082, 2418.74, 26324.8, 2925.23, 29212.9, 5.85046, 58.4258, 0.0339224, inf, 1752.77, 5.51551e+06, 1752.77, 5.51375e+06, 6.96587e+08, 5.68719e+06, 384.108, 949944, 37.0705, 7778.8, 0.292509, 0.0079179, 8181.63, 1398.46, 0.225, 5.56552, 977722, 7741.5, 7747.07
8592, 3.09312e+07, 515520, 8592, 358, 11.9333, 0.980822, 2420.09, 26406.1, 2928.48, 29312.1, 5.85696, 58.6241, 0.0339224, inf, 1758.72, 5.51702e+06, 1758.72, 5.51526e+06, 6.96618e+08, 5.71862e+06, 385.361, 949493, 37.1032, 7778.78, 0.292835, 0.00791972, 8179.8, 1396.59, 0.225, 5.57172, 977271, 7739.71, 7745.28
8616, 3.10176e+07, 516960, 8616, 359, 11.9667, 0.983562, 2421.43, 26487.4, 2931.74, 29411.4, 5.86348, 58.8228, 0.0339224, inf, 1764.68, 5.51854e+06, 1764.68, 5.51678e+06, 6.9665e+08, 5.75004e+06, 386.615, 949042, 37.136, 7778.75, 0.29316, 0.00792154, 8177.96, 1394.73, 0.225, 5.57792, 976820, 7737.92, 7743.5
8640, 3.1104e+07, 518400, 8640, 360, 12, 0.986301, 2422.78, 26568.9, 2935, 29510.8, 5.87001, 59.0216, 0.0339224, inf, 1770.65, 5.52006e+06, 1770.65, 5.51829e+06, 6.96681e+08, 5.78144e+06, 387.87, 948592, 37.1688, 7778.73, 0.293487, 0.00792336, 8176.13, 1392.87, 0.225, 5.58412, 976370, 7736.13, 7741.72
8664, 3.11904e+07, 519840, 8664, 361, 12.0333, 0.989041, 2424.13, 26650.3, 2938.27, 29610.3, 5.87654, 59.2207, 0.0339224, inf, 1776.62, 5.52158e+06, 1776.62, 5.5198e+06, 6.96712e+08, 5.81283e+06, 389.126, 948142, 37.2016, 7778.71, 0.293813, 0.00792519, 8179.01, 1391.81, 0.225, 5.59033, 975919, 7734.34, 7739.93
8688, 3.12768e+07, 521280, 8688, 362, 12.0667, 0.991781, 2425.48, 26731.8, 2941.54, 29710, 5.88307, 59.4199, 0.0339224, inf, 1782.6, 5.52309e+06, 1782.6, 5.52131e+06, 6.96744e+08, 5.8442e+06, 390.383, 947692, 37.2344, 7778.69, 0.29414, 0.00792701, 8177.18, 1389.95, 0.225, 5.59655, 975469, 7732.55, 7738.15
8712, 3.13632e+07, 522720, 8712, 363, 12.1, 0.994521, 2426.83, 26813.4, 2944.81, 29809.7, 5.88962, 59.6194, 0.0339224, inf, 1788.58, 5.52461e+06, 1788.58, 5.52282e+06, 6.96775e+08, 5.87556e+06, 391.641, 947242, 37.2673, 7778.67, 0.294467, 0.00792883, 8175.36, 1388.1, 0.225, 5.60278, 975019, 7730.77, 7736.37
8736, 3.14496e+07, 524160, 8736, 364, 12.1333, 0.99726, 2428.18, 26895, 2948.09, 29909.6, 5.89617, 59.8192, 0.0339224, inf, 1794.58, 5.52613e+06, 1794.58, 5.52434e+06, 6.96807e+08, 5.9069e+06, 392.9, 946792, 37.3002, 7778.66, 0.294795, 0.00793066, 8173.53, 1386.24, 0.225, 5.60901, 974570, 7728.98, 7734.59
8760, 3.1536e+07, 525600, 8760, 365, 12.1667, 1, 2429.53, 26976.6, 2951.37, 30009.6, 5.90273, 60.0191, 0.0339224, 3.88935e+07, 1800.57, 5.52765e+06, 1800.57, 5.52585e+06, 6.96838e+08, 5.93823e+06, 394.161, 946343, 37.3331, 7778.64, 0.295123, 0.00793248, 8171.7, 1384.39, 0.225, 5.61526, 974120, 7727.19, 7732.81
8784, 3.16224e+07, 527040, 8784, 366, 12.2, 1.00274, 2430.88, 26991.6, 2954.65, 30042.9, 5.9093, 60.0859, 0.0339224, 449.444, 1802.58, 5.52917e+06, 1802.58, 5.52737e+06, 6.96872e+08, 5.9728e+06, 395.422, 949155, 37.3661, 7804.24, 0.295451, 0.00793426, 8195.74, 1386.92, 0.225, 5.6215, 976932, 7751.24, 7756.86
8808, 3.17088e+07, 528480, 8808, 367, 12.2333, 1.00548, 2432.23, 27006.6, 2957.94, 30076.4, 5.91588, 60.1527, 0.0339224, 224.349, 1804.58, 5.53068e+06, 1804.58, 5.52888e+06, 6.96982e+08, 6.08235e+06, 396.685, 1.02695e+06, 37.3992, 8419.74, 0.29578, 0.00793519, 8814.62, 1489.99, 0.225, 5.62776, 1.05473e+06, 8369.48, 8375.11
8832, 3.17952e+07, 529920, 8832, 368, 12.2667, 1.00822, 2433.58, 27021.6, 2961.23, 30109.8, 5.92246, 60.2197, 0.0339224, 149.317, 1806.59, 5.5322e+06, 1806.59, 5.5304e+06, 6.97091e+08, 6.19184e+06, 397.949, 1.10471e+06, 37.4325, 9035.03, 0.296109, 0.00793612, 9433.26, 1592.79, 0.225, 5.63402, 1.13249e+06, 8987.57, 8993.21
8856, 3.18816e+07, 531360, 8856, 369, 12.3, 1.01096, 2434.94, 27036.7, 2964.52, 30143.3, 5.92905, 60.2867, 0.0339224, 111.8, 1808.6, 5.53372e+06, 1808.6, 5.53191e+06, 6.97201e+08, 6.30128e+06, 399.215, 1.18243e+06, 37.4659, 9650.12, 0.296439, 0.00793705, 10051.6, 1695.32, 0.225, 5.64029, 1.21021e+06, 9605.52, 9611.16
8880, 3.1968e+07, 532800, 8880, 370, 12.3333, 1.0137, 2436.29, 27051.7, 2967.82, 30176.9, 5.93564, 60.3538, 0.0339224, 89.2904, 1810.61, 5.53524e+06, 1810.61, 5.53343e+06, 6.9731e+08, 6.41067e+06, 400.481, 1.26012e+06, 37.4996, 10265, 0.296768, 0.00793798, 10669.8, 1797.58, 0.225, 5.64656, 1.2879e+06, 10223.3, 10229
8904, 3.20544e+07, 534240, 8904, 371, 12.3667, 1.01644, 2437.64, 27066.7, 2971.12, 30210.5, 5.94225, 60.4209, 0.0339224, 74.2838, 1812.63, 5.53676e+06, 1812.63, 5.53494e+06, 6.9742e+08, 6.52001e+06, 401.749, 1.33777e+06, 37.5334, 10879.7, 0.297099, 0.00793892, 11287.7, 1899.56, 0.225, 5.65285, 1.36555e+06, 10841, 10846.6
8928, 3.21408e+07, 535680, 8928, 372, 12.4, 1.01918, 2439, 27081.8, 2974.43, 30244.1, 5.94886, 60.4881, 0.0339224, 63.5649, 1814.64, 5.53827e+06, 1814.64, 5.53646e+06, 6.97529e+08, 6.62929e+06, 403.018, 1.41538e+06, 37.5674, 11494.2, 0.297429, 0.00793985, 11905.3, 2001.28, 0.225, 5.65914, 1.44316e+06, 11458.5, 11464.1
8952, 3.22272e+07, 537120, 8952, 373, 12.4333, 1.02192, 2440.36, 27096.9, 2977.74, 30277.7, 5.95548, 60.5554, 0.0339224, 55.5256, 1816.66, 5.53979e+06, 1816.66, 5.53798e+06, 6.97638e+08, 6.73852e+06, 404.289, 1.49296e+06, 37.6015, 12108.5, 0.29776, 0.00794078, 12522.7, 2102.72, 0.225, 5.66543, 1.52074e+06, 12075.8, 12081.5
8976, 3.23136e+07, 538560, 8976, 374, 12.4667, 1.02466, 2441.71, 27111.9, 2981.05, 30311.4, 5.9621, 60.6228, 0.0339224, 49.2729, 1818.68, 5.54131e+06, 1818.68, 5.53949e+06, 6.97747e+08, 6.8477e+06, 405.56, 1.5705e+06, 37.6358, 12722.6, 0.298091, 0.00794172, 13139.8, 2203.89, 0.225, 5.67174, 1.59827e+06, 12693, 12698.7
9000, 3.24e+07, 540000, 9000, 375, 12.5, 1.0274, 2443.07, 27127, 2984.37, 30345.1, 5.96874, 60.6903, 0.0339224, 44.2708, 1820.71, 5.54283e+06, 1820.71, 5.54101e+06, 6.97856e+08, 6.95683e+06, 406.833, 1.648e+06, 37.6703, 13336.4, 0.298423, 0.00794265, 13756.7, 2304.8, 0.225, 5.67805, 1.67578e+06, 13310.1, 13315.8
9024, 3.24864e+07, 541440, 9024, 376, 12.5333, 1.03014, 2444.43, 27142.1, 2987.69, 30378.9, 5.97538, 60.7578, 0.0339224, 40.1781, 1822.73, 5.54435e+06, 1822.73, 5.54253e+06, 6.97966e+08, 7.06591e+06, 408.108, 1.72546e+06, 37.705, 13950.1, 0.298755, 0.00794359, 14373.4, 2405.44, 0.225, 5.68436, 1.75324e+06, 13927, 13932.7
9048, 3.25728e+07, 542880, 9048, 377, 12.5667, 1.03288, 2445.79, 27157.2, 2991.01, 30412.7, 5.98203, 60.8254, 0.0339224, 36.7675, 1824.76, 5.54587e+06, 1824.76, 5.54405e+06, 6.98075e+08, 7.17494e+06, 409.383, 1.80289e+06, 37.7398, 14563.6, 0.299088, 0.00794453, 14989.8, 2505.8, 0.225, 5.69069, 1.83067e+06, 14543.8, 14549.5
9072, 3.26592e+07, 544320, 9072, 378, 12.6, 1.03562, 2447.15, 27172.3, 2994.34, 30446.5, 5.98868, 60.8931, 0.0339224, 33.8817, 1826.79, 5.54739e+06, 1826.79, 5.54557e+06, 6.98183e+08, 7.28391e+06, 410.66, 1.88028e+06, 37.7748, 15176.9, 0.29942, 0.00794547, 15605.9, 2605.9, 0.225, 5.69702, 1.90806e+06, 15160.4, 15166.1
9096, 3.27456e+07, 545760, 9096, 379, 12.6333, 1.03836, 2448.51, 27187.4, 2997.67, 30480.4, 5.99535, 60.9608, 0.0339224, 31.4081, 1828.82, 5.54892e+06, 1828.82, 5.54709e+06, 6.98292e+08, 7.39283e+06, 411.938, 1.95764e+06, 37.81, 15790, 0.299753, 0.00794641, 16221.8, 2705.74, 0.225, 5.70336, 1.98542e+06, 15776.9, 15782.6
