Tick, Second, Min, Hour, Day, Month, Year, onemkt_rev/mo, onemkt_rev/yr, allmkts_rev/mo, allmkts_rev/yr, ocean_rev/mo, ocean_rev/yr, ocean_rev_growth/mo, ocean_rev_growth/yr, ps30_valuation, overall_valuation, fundamentals_valuation, speculation_valuation, tot_OCEAN_supply, tot_OCEAN_minted, tot_OCEAN_burned, OCEAN_minted/mo, OCEAN_burned/mo, OCEAN_minted_USD/mo, OCEAN_burned_USD/mo, OCEAN_price, RND/mo, rnd_to_sales_ratio, mkts_annual_growth_rate, dao_USD/mo, dao_OCEAN/mo, dao_OCEAN_in_USD/mo, dao_total_in_USD/mo
3336, 1.20096e+07, 200160, 3336, 139, 4.63333, 0.380822, 2142.64, 9633.55, 2295.51, 10019.9, 4.59102, 20.0399, 0.0339224, inf, 601.196, 5.19468e+06, 601.196, 5.19408e+06, 6.909e+08, 0, 135.777, 0, 30.6549, 0, 0.22954, 0.00751872, 652.108, 142.04, 0.225, 4.36743, 27777.8, 208.853, 213.221
3360, 1.2096e+07, 201600, 3360, 140, 4.66667, 0.383562, 2143.83, 9705.58, 2298.06, 10097.8, 4.59613, 20.1956, 0.0339224, inf, 605.867, 5.19611e+06, 605.867, 5.19551e+06, 6.909e+08, 0, 136.812, 0, 30.6805, 0, 0.229796, 0.00752079, 652.113, 141.883, 0.225, 4.37229, 27777.8, 208.911, 213.283
3384, 1.21824e+07, 203040, 3384, 141, 4.7, 0.386301, 2145.03, 9777.66, 2300.62, 10175.7, 4.60124, 20.3514, 0.0339224, inf, 610.542, 5.19754e+06, 610.542, 5.19693e+06, 6.909e+08, 0, 137.848, 0, 30.7062, 0, 0.230051, 0.00752285, 652.118, 141.727, 0.225, 4.37715, 27777.8, 208.968, 213.345
3408, 1.22688e+07, 204480, 3408, 142, 4.73333, 0.389041, 2146.22, 9849.78, 2303.18, 10253.7, 4.60636, 20.5075, 0.0339224, inf, 615.224, 5.19897e+06, 615.224, 5.19835e+06, 6.909e+08, 0, 138.885, 0, 30.7319, 0, 0.230307, 0.00752492, 652.123, 141.57, 0.225, 4.38202, 27777.8, 209.026, 213.408
3432, 1.23552e+07, 205920, 3432, 143, 4.76667, 0.391781, 2147.41, 9921.94, 2305.74, 10331.8, 4.61149, 20.6637, 0.0339224, inf, 619.91, 5.2004e+06, 619.91, 5.19978e+06, 6.909e+08, 0, 139.923, 0, 30.7577, 0, 0.230564, 0.00752699, 652.128, 141.414, 0.225, 4.3869, 27777.8, 209.083, 213.47
3456, 1.24416e+07, 207360, 3456, 144, 4.8, 0.394521, 2148.61, 9994.14, 2308.31, 10410, 4.61662, 20.82, 0.0339224, inf, 624.601, 5.20183e+06, 624.601, 5.2012e+06, 6.909e+08, 0, 140.962, 0, 30.7834, 0, 0.23082, 0.00752906, 652.133, 141.258, 0.225, 4.39178, 27777.8, 209.141, 213.532
3480, 1.2528e+07, 208800, 3480, 145, 4.83333, 0.39726, 2149.8, 10066.4, 2310.88, 10488.3, 4.62175, 20.9766, 0.0339224, inf, 629.298, 5.20326e+06, 629.298, 5.20263e+06, 6.909e+08, 0, 142.001, 0, 30.8092, 0, 0.231077, 0.00753113, 652.138, 141.102, 0.225, 4.39666, 27777.8, 209.198, 213.595
3504, 1.26144e+07, 210240, 3504, 146, 4.86667, 0.4, 2151, 10138.7, 2313.45, 10566.7, 4.6269, 21.1333, 0.0339224, inf, 634, 5.20469e+06, 634, 5.20405e+06, 6.909e+08, 0, 143.041, 0, 30.835, 0, 0.231334, 0.0075332, 652.143, 140.946, 0.225, 4.40156, 27777.8, 209.256, 213.657
3528, 1.27008e+07, 211680, 3528, 147, 4.9, 0.40274, 2152.19, 10211, 2316.02, 10645.1, 4.63205, 21.2902, 0.0339224, inf, 638.707, 5.20612e+06, 638.707, 5.20548e+06, 6.909e+08, 0, 144.083, 0, 30.8609, 0, 0.231592, 0.00753527, 652.147, 140.79, 0.225, 4.40645, 27777.8, 209.313, 213.72
3552, 1.27872e+07, 213120, 3552, 148, 4.93333, 0.405479, 2153.39, 10283.3, 2318.6, 10723.7, 4.6372, 21.4473, 0.0339224, inf, 643.419, 5.20755e+06, 643.419, 5.2069e+06, 6.909e+08, 0, 145.125, 0, 30.8867, 0, 0.231849, 0.00753734, 652.152, 140.635, 0.225, 4.41136, 27777.8, 209.371, 213.782
3576, 1.28736e+07, 214560, 3576, 149, 4.96667, 0.408219, 2154.59, 10355.7, 2321.18, 10802.3, 4.64236, 21.6046, 0.0339224, inf, 648.137, 5.20898e+06, 648.137, 5.20833e+06, 6.909e+08, 0, 146.168, 0, 30.9126, 0, 0.232107, 0.00753941, 652.157, 140.48, 0.225, 4.41626, 27777.8, 209.428, 213.844
3600, 1.296e+07, 216000, 3600, 150, 5, 0.410959, 2155.79, 10428.2, 2323.76, 10881, 4.64752, 21.762, 0.0339224, inf, 652.86, 5.21041e+06, 652.86, 5.20976e+06, 6.909e+08, 0, 147.212, 0, 30.9385, 0, 0.232365, 0.00754149, 652.162, 140.325, 0.225, 4.42118, 27777.8, 209.486, 213.907
3624, 1.30464e+07, 217440, 3624, 151, 5.03333, 0.413699, 2156.99, 10500.7, 2326.35, 10959.8, 4.65269, 21.9196, 0.0339224, inf, 657.588, 5.21184e+06, 657.588, 5.21119e+06, 6.909e+08, 0, 148.257, 0, 30.9644, 0, 0.232624, 0.00754356, 657.53, 141.322, 0.225, 4.4261, 27777.8, 209.543, 213.969
3648, 1.31328e+07, 218880, 3648, 152, 5.06667, 0.416438, 2158.19, 10573.2, 2328.94, 11038.7, 4.65787, 22.0774, 0.0339224, inf, 662.321, 5.21328e+06, 662.321, 5.21261e+06, 6.909e+08, 0, 149.302, 0, 30.9903, 0, 0.232883, 0.00754563, 657.535, 141.166, 0.225, 4.43102, 27777.8, 209.601, 214.032
